sentence,word,word2,sent_id,item_id,list,rating_mean,rating_sd,cloze_p_smoothed,cloze_s,competition,entropy
Whether Peter heard him,or,OR,110,691,2,4.0508474576271185,1.209498739341039,0.5416666666666666,0.6131044728864089,0.4895833333333333,2.011672825211885
All the bowls,from,FROM,112,706,2,2.9491525423728815,1.1052184807189642,0.009708737864077669,4.634728988229636,-0.27184466019417475,2.774865415434324
One by one she placed her teeth about,their,THEIR,192,1549,2,1.88135593220339,1.051841501150144,0.010638297872340425,4.543294782270004,-0.425531914893617,2.147625014437942
Billy knocked on the door,and,AND,189,1510,2,4.084745762711864,0.9151622353482458,0.2692307692307692,1.3121863889661687,0.18269230769230768,2.8562459375173064
They say he can,breathe,BREATHE,200,1647,2,2.7966101694915255,1.2700754935062495,0.009009009009009009,4.709530201312334,-0.16216216216216217,3.2835243563642087
Alan told Jason he would just,sit,SIT,169,1280,2,3.1186440677966103,1.1756838914041927,0.009523809523809525,4.653960350157523,-0.1523809523809524,3.0072927414064328
Dave kicked him in,the,THE,103,635,2,4.728813559322034,0.6387085157478621,0.6413043478260869,0.4442511331433209,0.5978260869565217,1.6091712037963835
He rose from his,seat,SEAT,194,1569,2,4.4576271186440675,0.7728593104405602,0.16304347826086957,1.8137383759468302,-0.10869565217391303,2.2489734086490287
Emma put her mug of tea,down,DOWN,178,1379,2,4.47457627118644,0.7035852080199504,0.6097560975609756,0.49469624183610705,0.3414634146341463,1.0600867773898563
Lewis sat down and Lucy laid her,hand,HAND,138,952,2,3.9661016949152543,0.9994153755711946,0.21428571428571427,1.5404450409471488,-0.051020408163265335,2.5170813688053877
Arthur placed the bars of,chocolate,CHOCOLATE,96,580,2,3.830508474576271,1.2056267846611823,0.3522727272727273,1.0433496099930601,0.14772727272727273,1.949559716361579
Charles felt sick,to,TO,101,618,2,3.4745762711864407,1.2085319136554842,0.24299065420560748,1.414732296440424,0.14953271028037385,3.035091825065571
Dave kicked him,in,IN,103,634,2,4.305084745762712,0.9514822789611426,0.3626373626373626,1.0143519450503697,0.10989010989010989,2.0285470449986596
The bored looking soldier,just,JUST,29,132,2,3.4915254237288136,1.194425000257045,0.035398230088495575,3.34109345759245,-0.07964601769911504,3.40934163495005
He knocked on the door so hard that he almost,broke,BROKE,181,1419,2,4.305084745762712,0.9145233785615927,0.3877551020408163,0.9473813189441862,0.26530612244897955,2.413082835483995
Ted,smiled,SMILED,46,226,2,3.3220338983050848,1.3701331166904123,0.035398230088495575,3.34109345759245,-0.11504424778761063,3.3634527310282945
Now the man,is,IS,170,1288,2,3.76271186440678,1.0722033879827262,0.06722689075630252,2.6996819514316934,-0.025210084033613453,3.61092444835096
"While they sat drinking their tea, Mick dug",them,THEM,146,1033,2,2.4915254237288136,1.3048038742295942,0.010752688172043012,4.532599493153255,-0.20430107526881722,2.4207687238864177
I dont want,to,TO,23,101,2,4.47457627118644,0.773615163247558,0.6086956521739131,0.496436886313891,0.5434782608695653,1.6864301706126725
Hes got the ability to work but he just gets bored,too,TOO,184,1456,2,3.389830508474576,1.4741093062047306,0.04040404040404041,3.208825489014699,-0.2323232323232323,2.666005168306104
He was,leaning,LEANING,93,553,2,3.2033898305084745,1.1712012845195807,0.007518796992481203,4.890349128221754,-0.03007518796992481,4.0048228407963915
Lets,get,GET,98,592,2,3.7966101694915255,1.242628762729949,0.09473684210526316,2.356652314264321,-0.28421052631578947,2.366392787735291
Steve sat down to eat his,lunch.,LUNCH,45,225,2,4.288135593220339,0.9477895783061568,0.17777777777777778,1.7272209480904837,-0.06666666666666665,2.2319159313446666
Gilbert sat as still as he could nursing his,lip.,LIP,123,810,2,2.542372881355932,1.36863931797248,0.009523809523809525,4.653960350157523,-0.0761904761904762,3.1890867396947
The prison guard,walked,WALKED,56,288,2,3.5084745762711864,1.179901827534118,0.03968253968253968,3.2268439945173775,-0.07936507936507936,3.756116741355802
He probably doesnt want people,to,TO,37,176,2,4.389830508474576,0.6952287927190581,0.425531914893617,0.8544153281560676,0.2872340425531915,2.1541315565230637
He rose from his seat and stopped mid way when,Joe,JOE,194,1575,2,2.847457627118644,1.39967433801007,0.01,4.605170185988091,-0.39,2.4321100076886766
All,last,LAST,151,1077,2,1.8305084745762712,1.1619327295632875,0.009259259259259259,4.68213122712422,-0.16666666666666669,3.153316146825026
Let us give battle to these foreign,snakes,SNAKES,166,1248,2,1.8644067796610169,1.1057471669394514,0.00909090909090909,4.700480365792416,-0.11818181818181817,3.257677358276273
He heaved his shoulders and swung the,axe,AXE,87,510,2,3.7457627118644066,1.0601434570944186,0.19,1.6607312068216509,-0.06,2.6544029759651684
She had,refused,REFUSED,52,263,2,3.2542372881355934,1.2810720233189272,0.008771929824561403,4.736198448394496,-0.10526315789473684,3.379208533337222
Albert spoke before Barbara had a,chance,CHANCE,60,316,2,4.220338983050848,1.083859588344922,0.6777777777777778,0.3889358061569538,0.6222222222222222,1.4334843841753124
Phil let him go and Charlie fell,to,TO,120,781,2,3.542372881355932,1.193690797749237,0.0673076923076923,2.6984807500860595,-0.19230769230769235,2.8934979120695994
Andy felt good when he got ready to,go,GO,188,1501,2,4.067796610169491,0.7625819747831527,0.4421052631578947,0.8162072733171726,0.3052631578947368,2.147968080181005
He heaved his shoulders,and,AND,87,507,2,4.220338983050848,0.9110016580886817,0.2815533980582524,1.2674331582431617,0.17475728155339804,2.8128579333763173
The last thing,Alex,ALEX,173,1321,2,3.0338983050847457,1.4851692309808504,0.01020408163265306,4.584967478670572,-0.32653061224489793,2.5597094719235094
He probably doesnt want,people,PEOPLE,37,175,2,3.406779661016949,1.2881240579015327,0.010309278350515464,4.574710978503383,-0.46391752577319584,2.2250641880047666
Bob,sat,SAT,190,1518,2,3.2033898305084745,1.2835787929947398,0.01639344262295082,4.110873864173311,-0.11475409836065574,3.6277414022685743
She hid the boxes,and,AND,53,271,2,3.6610169491525424,1.060419069592795,0.029411764705882353,3.526360524616161,-0.23529411764705882,2.861976489640583
Phil,let,LET,120,775,2,2.830508474576271,1.3665024871330227,0.00819672131147541,4.804021044733257,-0.0819672131147541,3.6716223553139744
Lewis sat down and Lucy laid her hand on his,cheek.,CHEEK,138,955,2,3.0,1.2730630994465333,0.011111111111111112,4.499809670330265,-0.15555555555555556,2.3724251129679543
You shouldnt have,been,BEEN,149,1058,2,3.847457627118644,0.9793305123827847,0.030927835051546393,3.476098689835273,-0.3402061855670103,2.404539791618734
Albert spoke before Barbara had,a,A,60,315,2,4.288135593220339,0.9106808263625535,0.3473684210526316,1.0573693301340605,0.2210526315789474,2.3757886979114113
They were,definitely,DEFINITELY,82,466,2,3.6440677966101696,1.1709517476499072,0.007518796992481203,4.890349128221754,-0.03759398496240601,3.9918447021895442
In,the,THE,162,1198,2,4.203389830508475,1.0302269756097968,0.37254901960784315,0.9873866535578852,0.3235294117647059,2.6411805607731726
He let Donald go and he fell to the floor with a,thud.,THUD,182,1433,2,4.084745762711864,1.1339302355421004,0.2631578947368421,1.3350010667323402,0.10526315789473684,2.407734905225732
If this,were,WERE,204,1700,2,3.9152542372881354,1.1639429953042988,0.042105263157894736,3.16758253048065,-0.3789473684210526,2.2004990554979753
I do not spare,the,THE,67,363,2,3.610169491525424,1.0988544058518772,0.05825242718446602,2.8429695190015805,-0.09708737864077668,3.010126627436316
The shout caught him off guard and he fell back a little,way.,WAY,193,1565,2,2.9322033898305087,1.2847166168091517,0.02631578947368421,3.6375861597263857,-0.08771929824561403,3.4729044574278047
I mostly just pick,a,A,187,1485,2,3.593220338983051,1.1464885530775326,0.009523809523809525,4.653960350157523,-0.2,2.967270246387886
He was already,up,UP,202,1673,2,3.847457627118644,1.1418913427690152,0.045454545454545456,3.0910424533583156,-0.0818181818181818,3.3002594782499513
Emma put her,mug,MUG,178,1376,2,3.1864406779661016,1.3061469562879293,0.019230769230769232,3.951243718581427,-0.20192307692307693,2.943386411242493
Despite what Frank had told her Ellen,thanked,THANKED,130,872,2,3.169491525423729,1.2056267846611821,0.009345794392523364,4.672828834461906,-0.102803738317757,3.219474330529813
Weve been travelling almost three,days.,DAYS,33,153,2,4.067796610169491,1.0806193431620115,0.23809523809523808,1.4350845252893227,-0.15476190476190477,1.598253551354213
From the moment we leave this spot be very careful what,you,YOU,180,1408,2,4.067796610169491,1.0806193431620115,0.5842696629213483,0.5373926511507126,0.449438202247191,1.5995974386308176
Ross,sat,SAT,27,119,2,3.0847457627118646,1.368212218783434,0.01694915254237288,4.07753744390572,-0.08474576271186442,3.553808853744598
Harry smiled at,his,HIS,17,71,2,3.559322033898305,1.0870901755045672,0.15625,1.856297990365626,-0.04166666666666666,2.5398429818723445
Let,me,ME,121,784,2,3.9152542372881354,1.1339302355421004,0.35555555555555557,1.0340737675305385,0.21111111111111114,2.1107734463306365
It is a,narrow,NARROW,95,570,2,3.0847457627118646,1.3427729362728862,0.007751937984496124,4.859812404361672,-0.10852713178294573,3.8169359203790196
Ted smiled and,bit,BIT,46,228,2,2.5084745762711864,1.222954045939757,0.009259259259259259,4.68213122712422,-0.1111111111111111,3.238633147147415
Let me through and youll hear nothing more,of,OF,121,791,2,4.169491525423729,1.0026265914205024,0.22988505747126436,1.4701758451005926,-0.1724137931034483,1.7956429233905071
Walter closed the door and took a,breath.,BREATH,70,387,2,3.5254237288135593,1.250598921391609,0.1568627450980392,1.8523840910444898,-0.05882352941176472,2.8165143889768416
Anne lost,control,CONTROL,1,2,2,3.8135593220338984,1.1214918677151684,0.03225806451612903,3.4339872044851463,-0.5268817204301075,1.8621406541578174
Dexter,opened,OPENED,104,640,2,3.0677966101694913,1.3879333033222705,0.00847457627118644,4.770684624465664,-0.1440677966101695,3.4687326305357087
All last week there was a white van parked across,the,THE,151,1086,2,4.593220338983051,0.6977462256732475,0.7093023255813954,0.34347343208019643,0.6395348837209303,1.2009942641172913
He drove his,truck,TRUCK,132,888,2,4.0,0.909717652294684,0.10344827586206896,2.268683541318364,-0.5862068965517242,1.2654990114914162
His dark hair,was,WAS,113,715,2,4.135593220338983,0.9369360762547926,0.28431372549019607,1.257676983297797,0.20588235294117646,2.806979240725895
He went to the door,and,AND,134,910,2,4.423728813559322,0.6747512908474442,0.41237113402061853,0.8858315243894466,0.29896907216494845,2.2954002928315007
The first knife caught in her skirt and,she,SHE,172,1315,2,3.8135593220338984,1.1060114152804061,0.24242424242424243,1.4170660197866443,0.040404040404040414,2.5915166870156954
You know that I will do whatever you ask of,me.,ME,148,1055,2,4.389830508474576,0.9287913754192517,0.8780487804878049,0.1300531282481978,0.8414634146341463,0.5606865580140095
The shout caught him off guard,and,AND,193,1559,2,4.0508474576271185,0.936312076134789,0.5161290322580645,0.661398482245365,0.44086021505376344,1.9873025112845895
Ted smiled and bit his,bottom,BOTTOM,46,230,2,2.6779661016949152,1.5804918261807608,0.011494252873563218,4.465908118654584,-0.6666666666666666,1.3291770714639586
If I,have,HAVE,196,1593,2,3.8813559322033897,1.0681073458049422,0.009259259259259259,4.68213122712422,-0.17592592592592593,3.1189314046011463
He lay,his,HIS,90,529,2,3.7457627118644066,1.0601434570944186,0.04081632653061224,3.1986731175506815,-0.336734693877551,2.4725241989812607
I,am,AM,22,94,2,4.186440677966102,1.0743815586136927,0.14814814814814814,1.9095425048844383,0.07407407407407407,3.246003316493837
Now the man is coming who will,give,GIVE,170,1292,2,3.389830508474576,1.0507296176457637,0.02564102564102564,3.6635616461296463,-0.11111111111111113,3.5052967998754414
Lawrence rubbed,the,THE,137,937,2,3.23728813559322,1.1497973292302799,0.0989010989010989,2.3136349291806306,-0.5164835164835165,1.612620048104571
Tom stood up and,wiped,WIPED,48,241,2,2.983050847457627,1.3195025894543957,0.008695652173913044,4.74493212836325,-0.06086956521739131,3.54764116869645
He drank too much at times and washed too little,at,AT,154,1119,2,2.593220338983051,1.3405948765482694,0.10185185185185185,2.2842359543258492,0.018518518518518517,3.2773544803195787
William sat down and tucked,into,INTO,71,392,2,3.6610169491525424,1.1833641333594518,0.11627906976744186,2.151762203259462,-0.313953488372093,1.7416002328568743
The truck was an,older,OLDER,174,1333,2,3.288135593220339,1.0993861525105588,0.034482758620689655,3.3672958299864737,-0.13793103448275862,3.4184914395905217
You give me a,lead,LEAD,111,699,2,2.711864406779661,1.23247504636734,0.008620689655172414,4.7535901911063645,-0.15517241379310345,3.4503856487488718
A tube train took his,legs.,LEGS,14,58,2,1.8135593220338984,1.0251085101720299,0.017543859649122806,4.04305126783455,-0.07894736842105263,3.5121727074271982
Billy knocked on the door and waited till,he,HE,189,1513,2,3.711864406779661,1.0179568356411393,0.10309278350515463,2.272125885509337,-0.10309278350515463,2.646028772308193
Roger smiled,and,AND,8,30,2,4.101694915254237,1.0119103690414974,0.15841584158415842,1.842531794601478,-0.1485148514851485,2.6164438664600684
The shout caught him off guard and he fell,back,BACK,193,1562,2,4.016949152542373,0.937559661066758,0.09090909090909091,2.3978952727983707,-0.0808080808080808,2.7289556484044133
We should talk,about,ABOUT,176,1354,2,4.372881355932203,0.8689729388418888,0.4835164835164835,0.7266698725985888,0.3626373626373626,1.9170159113731589
He staggered into the,chair,CHAIR,66,356,2,3.0508474576271185,1.2094987393410392,0.009615384615384616,4.6443908991413725,-0.21153846153846154,2.949602009080955
Helen ran,to,TO,5,18,2,4.067796610169491,0.9259553645990125,0.049019607843137254,3.0155349008501706,-0.2647058823529412,2.7339182714483674
The shout,caught,CAUGHT,193,1555,2,3.711864406779661,1.1454685452661015,0.02040816326530612,3.8918202981106265,-0.1836734693877551,2.6597127338960522
Youll demand nothing,of,OF,12,47,2,3.7966101694915255,1.1858310197835966,0.16161616161616163,1.8225311278948086,-0.0505050505050505,2.706983487878021
They stared at the black wall and now this offered no,comfort.,COMFORT,175,1351,2,3.1186440677966103,1.3529628504050921,0.07272727272727272,2.6210388241125804,0.009090909090909094,3.4214102064489165
Run along home now,and,AND,140,969,2,4.271186440677966,0.8872761198840095,0.12380952380952381,2.0890109926959863,-0.019047619047619035,3.0962443787862384
Claudia still teaches and,still,STILL,83,475,2,2.7288135593220337,1.215283541125369,0.01680672268907563,4.085976312551584,-0.06722689075630253,3.6003201400548206
Ill break your neck if,you,YOU,115,735,2,4.52542372881356,0.6257666250946977,0.8117647058823529,0.20854475189305707,0.7764705882352941,0.8689224111969683
Roger smiled and,sat,SAT,8,31,2,3.152542372881356,1.1863237815001826,0.01818181818181818,4.007333185232471,-0.1,3.2747525446661214
He,held,HELD,133,896,2,3.2542372881355934,1.2810720233189272,0.008695652173913044,4.74493212836325,-0.1217391304347826,3.4134438813704286
Walter closed the door and took,a,A,70,386,2,4.237288135593221,0.857803591595046,0.3617021276595745,1.0169342576538423,0.2021276595744681,2.2794833354103257
He lay his sword aside and extended his,hands.,HANDS,90,535,3,3.5892857142857144,1.2760277243252802,0.022222222222222223,3.8066624897703196,-0.43333333333333335,1.5284433978404528
He had another shock when they told him,he,HE,156,1139,3,4.071428571428571,0.9507345075761708,0.10101010101010101,2.2925347571405443,-0.19191919191919193,2.437843319380167
Brian sat down at an empty table and began to eat,his,HIS,191,1540,3,4.589285714285714,0.5317821055584776,0.3627450980392157,1.0140549006400466,0.2745098039215686,2.4876711985901188
It had been two weeks since Philip,had,HAD,163,1215,3,4.375,0.8434237584770993,0.1559633027522936,1.8581345381729275,0.06422018348623854,3.046423783265975
The van,is,IS,57,293,3,4.125,0.8751623226059786,0.044642857142857144,3.109060958860994,-0.11607142857142858,3.1780854144464104
I know,Richard,RICHARD,203,1686,3,2.7857142857142856,1.5575538597345602,0.009523809523809525,4.653960350157523,-0.1619047619047619,2.8036455441593757
Have a carriage,sent,SENT,36,168,3,3.3035714285714284,1.4002550788032462,0.02631578947368421,3.6375861597263857,-0.10526315789473684,3.3023832406372646
He folded his arms across his chest and put,out,OUT,155,1129,3,2.5714285714285716,1.262855967561303,0.061224489795918366,2.793208009442517,-0.29591836734693877,2.348125215540844
I cannot tell you,more.,MORE,6,24,3,3.6964285714285716,1.0773645092141684,0.019417475728155338,3.9415818076696905,-0.2038834951456311,2.6771998222158757
Brian sat down,at,AT,191,1532,3,4.071428571428571,0.9314142298314254,0.02857142857142857,3.5553480614894135,-0.17142857142857143,2.90137250850655
It had been,two,TWO,163,1211,3,2.982142857142857,1.4076553223333852,0.008333333333333333,4.787491742782046,-0.225,3.292922574364234
You give,me,ME,111,697,3,4.142857142857143,0.7960943623504904,0.4380952380952381,0.8253189536684283,0.38095238095238093,2.428605385792264
He rose from his seat and,stopped,STOPPED,194,1571,3,2.6785714285714284,1.2664501979533596,0.00819672131147541,4.804021044733257,-0.06557377049180328,3.5877686131808533
A smile came to his lips as he thought of,an,AN,150,1075,3,2.9642857142857144,1.3068252399583533,0.009433962264150943,4.663439094112067,-0.2641509433962264,2.6938557623302093
The gathered villagers took a,step,STEP,144,1010,3,3.482142857142857,1.1117728909444415,0.08108108108108109,2.512305623976115,-0.11711711711711711,3.131054314318996
Thomas stepped,back,BACK,47,233,3,4.285714285714286,0.8466895044129914,0.08,2.525728644308255,-0.06999999999999999,2.7386176920584164
I cant see any amount of talk getting you,out,OUT,185,1466,3,3.4464285714285716,1.2637554835006342,0.16363636363636364,1.8101086078962516,-0.027272727272727282,2.897255849841267
Why dont you tell me what happened on,"Saturday,","SATURDAY,",177,1370,3,3.6964285714285716,1.189646897301775,0.010416666666666666,4.564348191467836,-0.17708333333333334,2.442906357556815
Ian gave,Geoffrey,GEOFFREY,116,741,3,2.7142857142857144,1.545836469232884,0.008849557522123894,4.727387818712341,-0.11504424778761062,3.2293392073579077
Jack walked up,to,TO,26,116,3,4.464285714285714,0.6866065623255952,0.27956989247311825,1.274502955131774,-0.10752688172043012,1.8479358519949698
He didnt seem to mind that she was,screaming,SCREAMING,153,1106,3,2.8035714285714284,1.2565413259802098,0.007518796992481203,4.890349128221754,-0.03759398496240601,3.9091136619295153
From the moment we leave this spot,be,BE,180,1404,3,2.6964285714285716,1.3872096630829276,0.028037383177570093,3.574216545793796,-0.35514018691588783,2.595632891102314
He had another,shock,SHOCK,156,1134,3,3.107142857142857,1.3167255726863643,0.008264462809917356,4.795790545596741,-0.19008264462809918,3.3990156274862438
He called,over,OVER,3,10,3,3.4107142857142856,1.156433163800512,0.019230769230769232,3.951243718581427,-0.15384615384615385,2.759082637007342
All last week there was a white van parked across the,street.,STREET,151,1087,3,4.821428571428571,0.4309458036856673,0.42696629213483145,0.8510502100057541,0.0786516853932584,1.4617419501704711
Billy knocked on the,door,DOOR,189,1509,3,4.821428571428571,0.4309458036856673,0.8314606741573034,0.18457127652797006,0.8089887640449438,0.8009411177664343
Lets have the gates closed,and,AND,99,604,3,3.4642857142857144,1.174955097235414,0.07272727272727272,2.6210388241125804,-0.03636363636363636,3.152481012325344
Charles felt,sick,SICK,101,617,3,4.035714285714286,1.0781176477257304,0.05511811023622047,2.8982769374032777,-0.07086614173228346,3.666434787490598
He went to the door and walked out,of,OF,134,913,3,3.982142857142857,1.2134259752463672,0.17391304347826086,1.749199854809259,0.06956521739130435,3.2187623667178706
Turn your,hearing,HEARING,11,42,3,2.0892857142857144,1.1326041708347219,0.009900990099009901,4.61512051684126,-0.39603960396039606,2.3762684566300214
Burn,him,HIM,84,480,3,2.6785714285714284,1.441049401173803,0.010416666666666666,4.564348191467836,-0.21875,2.3673502540040676
He held his mother tight,and,AND,133,900,3,4.267857142857143,0.7505409304706095,0.3786407766990291,0.9711673420999893,0.2912621359223301,2.496379388048618
They say,he,HE,200,1645,3,3.875,1.0101755023037065,0.0625,2.772588722239781,-0.15178571428571427,3.0948085634219074
Thomas stepped back and shook his,head.,HEAD,47,237,3,4.589285714285714,0.7810665368999846,0.7816091954022989,0.24640041347847697,0.67816091954023,0.8549165658113052
Alice is looking for somewhere,to,TO,34,158,3,4.589285714285714,0.6544056488499722,0.5510204081632653,0.5959834321062976,0.48979591836734687,1.9156922333561166
Jack walked,up,UP,26,115,3,3.9107142857142856,0.9959332893739002,0.05309734513274336,2.9356283494842854,-0.07079646017699115,3.2754572325964015
I do,not,NOT,67,361,3,4.0,0.9908673886137246,0.4411764705882353,0.8183103235139513,0.3627450980392157,2.2965204279918368
Ken just,hoped,HOPED,136,927,3,3.1785714285714284,1.2664501979533598,0.00819672131147541,4.804021044733257,-0.04918032786885246,3.6354387283368244
She threatened to leave before and this time,she,SHE,171,1304,3,4.339285714285714,0.7453317922371757,0.6021505376344086,0.5072478024181066,0.5376344086021505,1.6113871095343724
They stared at the black,wall,WALL,175,1345,3,3.125,1.3356986595377376,0.045454545454545456,3.0910424533583156,-0.0909090909090909,3.1872445499045945
Bob sat at the entrance to the warehouse and,made,MADE,190,1526,3,3.25,1.23950136601927,0.009009009009009009,4.709530201312334,-0.1891891891891892,3.0978214015867045
No-one else had dared step within,the,THE,73,407,3,4.053571428571429,1.10238819853069,0.42857142857142855,0.8472978603872037,0.3714285714285714,2.453895653932587
Dexter opened his letter and found,a,A,104,645,3,4.428571428571429,0.628335256694382,0.2079207920792079,1.5705980791178364,0.04950495049504949,2.632625509886692
Andrew nodded and,stood,STOOD,40,192,3,3.142857142857143,1.2421180068162376,0.009009009009009009,4.709530201312334,-0.27027027027027023,2.9350536959818485
The speaker turned to,her,HER,199,1634,3,3.892857142857143,1.0732884290571907,0.06862745098039216,2.6790626642289577,-0.16666666666666666,2.63345155924806
Thomas stepped back and shook,his,HIS,47,236,3,4.464285714285714,0.7376691969682916,0.59375,0.5212969236332861,0.53125,1.7411882031408186
Andy felt good when he got ready,to,TO,188,1500,3,4.214285714285714,0.7559289460184545,0.3473684210526316,1.0573693301340605,0.13684210526315793,2.125412197726485
He needed,putting,PUTTING,18,75,3,2.6964285714285716,1.3337526396960209,0.009615384615384616,4.6443908991413725,-0.23076923076923078,2.7319232515754717
Hes got the ability to work but he,just,JUST,184,1453,3,4.035714285714286,0.9902118361842988,0.03669724770642202,3.305053521109253,-0.2018348623853211,2.9639656207491285
Hes,got,GOT,184,1446,3,3.8392857142857144,1.0579016230991634,0.0078125,4.852030263919617,-0.09375,3.684275420312971
The,bored,BORED,54,274,3,2.1607142857142856,1.3453865374177545,0.015503875968992248,4.1666652238017265,-0.07751937984496124,3.7575865011164544
Dexter opened his letter and,found,FOUND,104,644,3,4.071428571428571,1.006472559480393,0.036036036036036036,3.3232358401924436,-0.2162162162162162,3.0230965559357483
Whether Peter heard him or not Gabriel didnt,care.,CARE,110,695,3,4.196428571428571,1.0165832766879253,0.205607476635514,1.5817863811035904,0.03738317757009346,2.8691916791999694
Powerful,in,IN,51,256,3,2.0,1.1119188982851387,0.008547008547008548,4.762173934797756,-0.09401709401709402,3.3939549241438147
The first knife,caught,CAUGHT,172,1310,3,2.642857142857143,1.4324622340390172,0.03636363636363636,3.3141860046725253,-0.16363636363636364,3.0570507935661286
He uses his belt on,you.,YOU,20,88,3,2.1964285714285716,1.2272607022017903,0.01,4.605170185988091,-0.36,2.244192639052571
She hid the boxes and,matches,MATCHES,53,272,3,2.6607142857142856,1.3918827760762265,0.0078125,4.852030263919617,-0.078125,3.731365060681995
I mostly just,pick,PICK,187,1484,3,3.0535714285714284,1.1664965862420196,0.007874015748031496,4.844187086458591,-0.07086614173228346,3.7415412089315314
Why dont you,tell,TELL,177,1365,3,4.053571428571429,0.8617032363479132,0.043478260869565216,3.1354942159291497,-0.10434782608695653,3.228550523171434
His helmet was lost,but,BUT,135,919,3,3.5357142857142856,1.0262781071652816,0.07766990291262135,2.5552874465497997,-0.09708737864077671,2.7551741624331623
He staggered into the chair at his,desk.,DESK,66,359,3,4.196428571428571,1.0688931038847933,0.07017543859649122,2.6567569067146595,-0.03508771929824561,3.273429721963708
Things were,looking,LOOKING,9,34,3,4.214285714285714,0.824936046320853,0.007936507936507936,4.836281906951478,-0.07142857142857142,3.6710989528395808
Alan told,Jason,JASON,169,1276,3,3.2142857142857144,1.6260860506614785,0.00980392156862745,4.624972813284271,-0.2941176470588235,2.5828756032400917
He was built with muscle and liked to,throw,THROW,158,1161,3,2.9285714285714284,1.2483755678647184,0.00909090909090909,4.700480365792416,-0.14545454545454545,3.1430944619538908
Ill break your neck if you dont,fix,FIX,115,737,3,3.0535714285714284,1.3405513500339783,0.037383177570093455,3.2865344733420154,-0.11214953271028036,2.9524016749641224
There were choked screams and shouts of,dismay.,DISMAY,80,457,3,3.5,1.1281521496355325,0.009174311926605505,4.6913478822291435,-0.11926605504587157,3.100295894222134
Anne lost control and,laughed.,LAUGHED,1,4,3,3.1785714285714284,1.1925090867905042,0.00819672131147541,4.804021044733257,-0.11475409836065574,3.5380430097524624
Tell me,what,WHAT,78,438,3,4.375,0.8854890790353708,0.0784313725490196,2.545531271604435,-0.0784313725490196,2.7815216307494866
Phil let him go and Charlie,fell,FELL,120,780,3,3.625,1.1994316836053498,0.14049586776859505,1.962577201540525,0.06611570247933884,3.479585398405468
I know Richard drinks a little,too,TOO,203,1690,3,4.303571428571429,0.8927922054307611,0.35353535353535354,1.0397717886451763,0.25252525252525254,2.3970896761471807
William sat down,and,AND,71,390,3,4.303571428571429,0.7365680332002384,0.15454545454545454,1.8672670217362002,0.018181818181818188,3.0802438552241975
The shout caught him off guard and he,fell,FELL,193,1561,3,3.625,1.1210790256793595,0.09009009009009009,2.4069451083182885,-0.16216216216216214,3.000918225436774
He smiled again and felt like a man and,not,NOT,183,1442,3,3.0535714285714284,1.1819805083324861,0.058823529411764705,2.833213344056216,-0.033613445378151266,3.4782892795485467
He put the fork,on,ON,38,181,3,3.1785714285714284,1.2948449237740312,0.03333333333333333,3.4011973816621555,-0.5444444444444444,1.4738902123377393
"Why dont you tell me what happened on Saturday, step",by,BY,177,1372,3,3.6607142857142856,1.5756878522703055,0.23809523809523808,1.4350845252893227,0.1333333333333333,2.829405639151419
He called out but,she,SHE,63,335,3,3.892857142857143,0.9849517095420821,0.1111111111111111,2.1972245773362196,-0.1111111111111111,2.534042034060577
No-one else had,dared,DARED,73,404,3,3.75,1.0829253310950264,0.008547008547008548,4.762173934797756,-0.09401709401709402,3.4131638011394974
The first knife caught in her skirt,and,AND,172,1314,3,3.9464285714285716,0.9801603367379674,0.3425925925925926,1.0712133144799951,0.2777777777777778,2.741476829010467
I am touched deeply in,places.,PLACES,22,98,3,2.6607142857142856,1.164267787289282,0.009174311926605505,4.6913478822291435,-0.26605504587155965,2.911727975214731
Henry washed his hands and sat on the seat in front of,the,THE,197,1616,3,4.303571428571429,0.8927922054307611,0.4105263157894737,0.8903152454708944,0.25263157894736843,1.9990095845214255
He went,to,TO,134,907,3,4.5,0.7385489458759964,0.16346153846153846,1.8111775550851565,0.04807692307692307,2.8774953958454206
After lunch,he,HE,59,305,3,3.9285714285714284,1.0243781769203448,0.061855670103092786,2.782951509275328,-0.28865979381443296,2.2600814508916107
You give me a lead and Ill,follow,FOLLOW,111,702,3,4.321428571428571,1.0463293911599705,0.24528301886792453,1.405342556090585,0.06603773584905662,2.741318386026649
I knew I,heard,HEARD,24,106,3,3.5714285714285716,1.2913297284320793,0.009523809523809525,4.653960350157523,-0.2571428571428571,2.7431603745274025
The first knife caught in her skirt and she,shook,SHOOK,172,1316,3,2.732142857142857,1.3946791280182944,0.009009009009009009,4.709530201312334,-0.21621621621621623,3.099761509779342
She would soon,be,BE,127,840,3,4.464285714285714,0.6866065623255952,0.26785714285714285,1.3173014896329391,0.20535714285714285,3.029588195407926
The,brothers,BROTHERS,128,847,3,3.267857142857143,1.3278974690508634,0.007575757575757576,4.882801922586371,-0.10606060606060605,3.7887217935577726
He was built with muscle and,liked,LIKED,158,1159,3,2.4107142857142856,1.2026755886059097,0.024,3.7297014486341915,-0.047999999999999994,3.669526622345936
Shut your smart foul mouth and sit,down.,DOWN,77,436,3,4.696428571428571,0.6301411921767391,0.8275862068965517,0.18924199963852842,0.7816091954022988,0.7552253546559172
